,CL_UNIT,Code,DataValue,GeoFips,GeoName,TimePeriod,UNIT_MULT
225,Index,IRPD1-1,102.1,50000,Vermont,2013,0
226,Index,IRPD1-1,105.3,50000,Vermont,2014,0
227,Index,IRPD1-1,105.7,50000,Vermont,2015,0
228,Index,IRPD1-1,106.0,50000,Vermont,2016,0
229,Index,IRPD1-1,108.4,50000,Vermont,2017,0
230,Index,IRPD1-1,104.0,51000,Virginia,2013,0
231,Index,IRPD1-1,105.5,51000,Virginia,2014,0
232,Index,IRPD1-1,105.6,51000,Virginia,2015,0
233,Index,IRPD1-1,106.2,51000,Virginia,2016,0
234,Index,IRPD1-1,107.9,51000,Virginia,2017,0
235,Index,IRPD1-1,105.4,53000,Washington,2013,0
236,Index,IRPD1-1,107.8,53000,Washington,2014,0
237,Index,IRPD1-1,108.2,53000,Washington,2015,0
238,Index,IRPD1-1,109.9,53000,Washington,2016,0
239,Index,IRPD1-1,112.4,53000,Washington,2017,0
240,Index,IRPD1-1,89.6,54000,West Virginia,2013,0
241,Index,IRPD1-1,90.6,54000,West Virginia,2014,0
242,Index,IRPD1-1,91.3,54000,West Virginia,2015,0
243,Index,IRPD1-1,91.0,54000,West Virginia,2016,0
244,Index,IRPD1-1,92.0,54000,West Virginia,2017,0
245,Index,IRPD1-1,94.3,55000,Wisconsin,2013,0
246,Index,IRPD1-1,95.9,55000,Wisconsin,2014,0
247,Index,IRPD1-1,95.7,55000,Wisconsin,2015,0
248,Index,IRPD1-1,96.1,55000,Wisconsin,2016,0
249,Index,IRPD1-1,97.7,55000,Wisconsin,2017,0
250,Index,IRPD1-1,97.1,56000,Wyoming,2013,0
251,Index,IRPD1-1,99.4,56000,Wyoming,2014,0
252,Index,IRPD1-1,99.2,56000,Wyoming,2015,0
253,Index,IRPD1-1,100.4,56000,Wyoming,2016,0
254,Index,IRPD1-1,100.6,56000,Wyoming,2017,0
