,CL_UNIT,Code,DataValue,GeoFips,GeoName,TimePeriod,UNIT_MULT
145,Chained 2012 dollars,SAGDP10N-1,"49,987",39000,Ohio,2016,0
146,Chained 2012 dollars,SAGDP10N-1,"50,658",39000,Ohio,2017,0
147,Chained 2012 dollars,SAGDP10N-1,"51,456",39000,Ohio,2018,0
148,Chained 2012 dollars,SAGDP10N-1,"49,763",40000,Oklahoma,2015,0
149,Chained 2012 dollars,SAGDP10N-1,"48,162",40000,Oklahoma,2016,0
150,Chained 2012 dollars,SAGDP10N-1,"48,204",40000,Oklahoma,2017,0
151,Chained 2012 dollars,SAGDP10N-1,"48,954",40000,Oklahoma,2018,0
152,Chained 2012 dollars,SAGDP10N-1,"47,697",41000,Oregon,2015,0
153,Chained 2012 dollars,SAGDP10N-1,"48,964",41000,Oregon,2016,0
154,Chained 2012 dollars,SAGDP10N-1,"49,851",41000,Oregon,2017,0
155,Chained 2012 dollars,SAGDP10N-1,"50,996",41000,Oregon,2018,0
156,Chained 2012 dollars,SAGDP10N-1,"53,018",42000,Pennsylvania,2015,0
157,Chained 2012 dollars,SAGDP10N-1,"53,621",42000,Pennsylvania,2016,0
158,Chained 2012 dollars,SAGDP10N-1,"54,508",42000,Pennsylvania,2017,0
159,Chained 2012 dollars,SAGDP10N-1,"55,602",42000,Pennsylvania,2018,0
160,Chained 2012 dollars,SAGDP10N-1,"50,184",44000,Rhode Island,2015,0
161,Chained 2012 dollars,SAGDP10N-1,"50,125",44000,Rhode Island,2016,0
162,Chained 2012 dollars,SAGDP10N-1,"50,549",44000,Rhode Island,2017,0
163,Chained 2012 dollars,SAGDP10N-1,"50,827",44000,Rhode Island,2018,0
164,Chained 2012 dollars,SAGDP10N-1,"38,667",45000,South Carolina,2015,0
165,Chained 2012 dollars,SAGDP10N-1,"39,221",45000,South Carolina,2016,0
166,Chained 2012 dollars,SAGDP10N-1,"39,730",45000,South Carolina,2017,0
167,Chained 2012 dollars,SAGDP10N-1,"39,883",45000,South Carolina,2018,0
168,Chained 2012 dollars,SAGDP10N-1,"53,009",46000,South Dakota,2015,0
169,Chained 2012 dollars,SAGDP10N-1,"52,642",46000,South Dakota,2016,0
170,Chained 2012 dollars,SAGDP10N-1,"51,832",46000,South Dakota,2017,0
171,Chained 2012 dollars,SAGDP10N-1,"51,997",46000,South Dakota,2018,0
172,Chained 2012 dollars,SAGDP10N-1,"45,606",47000,Tennessee,2015,0
173,Chained 2012 dollars,SAGDP10N-1,"46,101",47000,Tennessee,2016,0
174,Chained 2012 dollars,SAGDP10N-1,"46,741",47000,Tennessee,2017,0
175,Chained 2012 dollars,SAGDP10N-1,"47,695",47000,Tennessee,2018,0
176,Chained 2012 dollars,SAGDP10N-1,"57,844",48000,Texas,2015,0
177,Chained 2012 dollars,SAGDP10N-1,"57,025",48000,Texas,2016,0
178,Chained 2012 dollars,SAGDP10N-1,"57,373",48000,Texas,2017,0
179,Chained 2012 dollars,SAGDP10N-1,"58,417",48000,Texas,2018,0
180,Chained 2012 dollars,SAGDP10N-1,"47,392",49000,Utah,2015,0
181,Chained 2012 dollars,SAGDP10N-1,"48,273",49000,Utah,2016,0
182,Chained 2012 dollars,SAGDP10N-1,"48,593",49000,Utah,2017,0
183,Chained 2012 dollars,SAGDP10N-1,"49,740",49000,Utah,2018,0
184,Chained 2012 dollars,SAGDP10N-1,"46,073",50000,Vermont,2015,0
185,Chained 2012 dollars,SAGDP10N-1,"46,913",50000,Vermont,2016,0
186,Chained 2012 dollars,SAGDP10N-1,"47,467",50000,Vermont,2017,0
187,Chained 2012 dollars,SAGDP10N-1,"47,921",50000,Vermont,2018,0
188,Chained 2012 dollars,SAGDP10N-1,"54,299",51000,Virginia,2015,0
189,Chained 2012 dollars,SAGDP10N-1,"54,143",51000,Virginia,2016,0
190,Chained 2012 dollars,SAGDP10N-1,"54,745",51000,Virginia,2017,0
191,Chained 2012 dollars,SAGDP10N-1,"55,929",51000,Virginia,2018,0
192,Chained 2012 dollars,SAGDP10N-1,"61,891",53000,Washington,2015,0
193,Chained 2012 dollars,SAGDP10N-1,"63,071",53000,Washington,2016,0
194,Chained 2012 dollars,SAGDP10N-1,"64,529",53000,Washington,2017,0
195,Chained 2012 dollars,SAGDP10N-1,"67,242",53000,Washington,2018,0
196,Chained 2012 dollars,SAGDP10N-1,"37,729",54000,West Virginia,2015,0
197,Chained 2012 dollars,SAGDP10N-1,"37,502",54000,West Virginia,2016,0
198,Chained 2012 dollars,SAGDP10N-1,"38,330",54000,West Virginia,2017,0
199,Chained 2012 dollars,SAGDP10N-1,"39,495",54000,West Virginia,2018,0
200,Chained 2012 dollars,SAGDP10N-1,"49,514",55000,Wisconsin,2015,0
201,Chained 2012 dollars,SAGDP10N-1,"49,960",55000,Wisconsin,2016,0
202,Chained 2012 dollars,SAGDP10N-1,"50,496",55000,Wisconsin,2017,0
203,Chained 2012 dollars,SAGDP10N-1,"51,575",55000,Wisconsin,2018,0
204,Chained 2012 dollars,SAGDP10N-1,"67,558",56000,Wyoming,2015,0
205,Chained 2012 dollars,SAGDP10N-1,"65,167",56000,Wyoming,2016,0
206,Chained 2012 dollars,SAGDP10N-1,"66,083",56000,Wyoming,2017,0
207,Chained 2012 dollars,SAGDP10N-1,"66,413",56000,Wyoming,2018,0
208,Chained 2012 dollars,SAGDP10N-1,"62,341",91000,New England,2015,0
209,Chained 2012 dollars,SAGDP10N-1,"62,928",91000,New England,2016,0
210,Chained 2012 dollars,SAGDP10N-1,"63,556",91000,New England,2017,0
211,Chained 2012 dollars,SAGDP10N-1,"64,600",91000,New England,2018,0
212,Chained 2012 dollars,SAGDP10N-1,"63,525",92000,Mideast,2015,0
213,Chained 2012 dollars,SAGDP10N-1,"64,345",92000,Mideast,2016,0
214,Chained 2012 dollars,SAGDP10N-1,"65,284",92000,Mideast,2017,0
215,Chained 2012 dollars,SAGDP10N-1,"66,560",92000,Mideast,2018,0
216,Chained 2012 dollars,SAGDP10N-1,"50,326",93000,Great Lakes,2015,0
217,Chained 2012 dollars,SAGDP10N-1,"50,784",93000,Great Lakes,2016,0
218,Chained 2012 dollars,SAGDP10N-1,"51,359",93000,Great Lakes,2017,0
219,Chained 2012 dollars,SAGDP10N-1,"52,419",93000,Great Lakes,2018,0
220,Chained 2012 dollars,SAGDP10N-1,"52,642",94000,Plains,2015,0
221,Chained 2012 dollars,SAGDP10N-1,"52,631",94000,Plains,2016,0
222,Chained 2012 dollars,SAGDP10N-1,"52,816",94000,Plains,2017,0
223,Chained 2012 dollars,SAGDP10N-1,"53,613",94000,Plains,2018,0
224,Chained 2012 dollars,SAGDP10N-1,"44,010",95000,Southeast,2015,0
225,Chained 2012 dollars,SAGDP10N-1,"44,295",95000,Southeast,2016,0
226,Chained 2012 dollars,SAGDP10N-1,"44,772",95000,Southeast,2017,0
227,Chained 2012 dollars,SAGDP10N-1,"45,530",95000,Southeast,2018,0
228,Chained 2012 dollars,SAGDP10N-1,"53,440",96000,Southwest,2015,0
229,Chained 2012 dollars,SAGDP10N-1,"52,877",96000,Southwest,2016,0
230,Chained 2012 dollars,SAGDP10N-1,"53,238",96000,Southwest,2017,0
231,Chained 2012 dollars,SAGDP10N-1,"54,229",96000,Southwest,2018,0
232,Chained 2012 dollars,SAGDP10N-1,"51,001",97000,Rocky Mountain,2015,0
233,Chained 2012 dollars,SAGDP10N-1,"51,340",97000,Rocky Mountain,2016,0
234,Chained 2012 dollars,SAGDP10N-1,"51,880",97000,Rocky Mountain,2017,0
235,Chained 2012 dollars,SAGDP10N-1,"52,834",97000,Rocky Mountain,2018,0
236,Chained 2012 dollars,SAGDP10N-1,"60,309",98000,Far West,2015,0
237,Chained 2012 dollars,SAGDP10N-1,"61,582",98000,Far West,2016,0
238,Chained 2012 dollars,SAGDP10N-1,"63,237",98000,Far West,2017,0
239,Chained 2012 dollars,SAGDP10N-1,"65,130",98000,Far West,2018,0
