DATE,DGS30
2014-12-05,2.97
2014-12-08,2.9
2014-12-09,2.87
2014-12-10,2.83
2014-12-11,2.84
2014-12-12,2.75
2014-12-15,2.74
2014-12-16,2.69
2014-12-17,2.74
2014-12-18,2.82
2014-12-19,2.77
2014-12-22,2.75
2014-12-23,2.85
2014-12-24,2.83
2014-12-25,
2014-12-26,2.81
2014-12-29,2.78
2014-12-30,2.76
2014-12-31,2.75
2015-01-01,
2015-01-02,2.69
2015-01-05,2.6
2015-01-06,2.52
2015-01-07,2.52
2015-01-08,2.59
2015-01-09,2.55
2015-01-12,2.49
2015-01-13,2.49
2015-01-14,2.47
2015-01-15,2.4
2015-01-16,2.44
2015-01-19,
2015-01-20,2.39
2015-01-21,2.44
2015-01-22,2.46
2015-01-23,2.38
2015-01-26,2.4
2015-01-27,2.4
2015-01-28,2.29
2015-01-29,2.33
2015-01-30,2.25
2015-02-02,2.25
2015-02-03,2.37
2015-02-04,2.39
2015-02-05,2.42
2015-02-06,2.51
2015-02-09,2.52
2015-02-10,2.58
2015-02-11,2.57
2015-02-12,2.58
2015-02-13,2.63
2015-02-16,
2015-02-17,2.73
2015-02-18,2.7
2015-02-19,2.73
2015-02-20,2.73
2015-02-23,2.66
2015-02-24,2.6
2015-02-25,2.56
2015-02-26,2.63
2015-02-27,2.6
2015-03-02,2.68
2015-03-03,2.71
2015-03-04,2.72
2015-03-05,2.71
2015-03-06,2.83
2015-03-09,2.8
2015-03-10,2.73
2015-03-11,2.69
2015-03-12,2.69
2015-03-13,2.7
2015-03-16,2.67
2015-03-17,2.61
2015-03-18,2.51
2015-03-19,2.54
2015-03-20,2.5
2015-03-23,2.51
2015-03-24,2.46
2015-03-25,2.5
2015-03-26,2.6
2015-03-27,2.53
2015-03-30,2.55
2015-03-31,2.54
2015-04-01,2.47
2015-04-02,2.53
2015-04-03,2.49
2015-04-06,2.57
2015-04-07,2.52
2015-04-08,2.53
2015-04-09,2.61
2015-04-10,2.58
2015-04-13,2.58
2015-04-14,2.54
2015-04-15,2.55
2015-04-16,2.56
2015-04-17,2.51
2015-04-20,2.56
2015-04-21,2.58
2015-04-22,2.66
2015-04-23,2.63
2015-04-24,2.62
2015-04-27,2.61
2015-04-28,2.68
2015-04-29,2.76
2015-04-30,2.75
2015-05-01,2.82
2015-05-04,2.88
2015-05-05,2.9
2015-05-06,2.98
2015-05-07,2.9
2015-05-08,2.9
2015-05-11,3.03
2015-05-12,3.02
2015-05-13,3.07
2015-05-14,3.03
2015-05-15,2.93
2015-05-18,3.02
2015-05-19,3.05
2015-05-20,3.06
2015-05-21,2.98
2015-05-22,2.99
2015-05-25,
2015-05-26,2.89
2015-05-27,2.88
2015-05-28,2.89
2015-05-29,2.88
2015-06-01,2.94
2015-06-02,3.02
2015-06-03,3.11
2015-06-04,3.03
2015-06-05,3.11
2015-06-08,3.11
2015-06-09,3.15
2015-06-10,3.22
2015-06-11,3.11
2015-06-12,3.1
2015-06-15,3.09
2015-06-16,3.06
2015-06-17,3.09
2015-06-18,3.14
2015-06-19,3.05
2015-06-22,3.16
2015-06-23,3.2
2015-06-24,3.16
2015-06-25,3.16
2015-06-26,3.25
2015-06-29,3.09
2015-06-30,3.11
2015-07-01,3.2
2015-07-02,3.19
2015-07-03,
2015-07-06,3.08
2015-07-07,3.04
2015-07-08,2.99
2015-07-09,3.11
2015-07-10,3.2
2015-07-13,3.21
2015-07-14,3.2
2015-07-15,3.13
2015-07-16,3.11
2015-07-17,3.08
2015-07-20,3.1
2015-07-21,3.08
2015-07-22,3.04
2015-07-23,2.98
2015-07-24,2.96
2015-07-27,2.93
2015-07-28,2.96
2015-07-29,2.99
2015-07-30,2.96
2015-07-31,2.92
2015-08-03,2.86
2015-08-04,2.9
2015-08-05,2.94
2015-08-06,2.9
2015-08-07,2.83
2015-08-10,2.89
2015-08-11,2.81
2015-08-12,2.84
2015-08-13,2.86
2015-08-14,2.84
2015-08-17,2.81
2015-08-18,2.87
2015-08-19,2.81
2015-08-20,2.76
2015-08-21,2.74
2015-08-24,2.73
2015-08-25,2.84
2015-08-26,2.94
2015-08-27,2.93
2015-08-28,2.92
2015-08-31,2.95
2015-09-01,2.93
2015-09-02,2.97
2015-09-03,2.95
2015-09-04,2.89
2015-09-07,
2015-09-08,2.97
2015-09-09,2.96
2015-09-10,2.98
2015-09-11,2.95
2015-09-14,2.95
2015-09-15,3.06
2015-09-16,3.08
2015-09-17,3.02
2015-09-18,2.93
2015-09-21,3.02
2015-09-22,2.94
2015-09-23,2.95
2015-09-24,2.91
2015-09-25,2.96
2015-09-28,2.87
2015-09-29,2.85
2015-09-30,2.87
2015-10-01,2.85
2015-10-02,2.82
2015-10-05,2.9
2015-10-06,2.88
2015-10-07,2.89
2015-10-08,2.96
2015-10-09,2.94
2015-10-12,
2015-10-13,2.89
2015-10-14,2.84
2015-10-15,2.87
2015-10-16,2.87
2015-10-19,2.89
2015-10-20,2.92
2015-10-21,2.87
2015-10-22,2.87
2015-10-23,2.9
2015-10-26,2.87
2015-10-27,2.86
2015-10-28,2.87
2015-10-29,2.96
2015-10-30,2.93
2015-11-02,2.95
2015-11-03,3.0
2015-11-04,3.0
2015-11-05,3.01
2015-11-06,3.09
2015-11-09,3.12
2015-11-10,3.1
2015-11-11,
2015-11-12,3.09
2015-11-13,3.06
2015-11-16,3.07
2015-11-17,3.04
2015-11-18,3.04
2015-11-19,3.0
2015-11-20,3.02
2015-11-23,3.0
2015-11-24,3.0
2015-11-25,3.0
2015-11-26,
2015-11-27,3.0
2015-11-30,2.98
2015-12-01,2.91
2015-12-02,2.91
2015-12-03,3.07
2015-12-04,3.01
2015-12-07,2.95
2015-12-08,2.97
2015-12-09,2.97
2015-12-10,2.98
2015-12-11,2.87
2015-12-14,2.96
2015-12-15,3.0
2015-12-16,3.02
2015-12-17,2.94
2015-12-18,2.9
2015-12-21,2.92
2015-12-22,2.96
2015-12-23,3.0
2015-12-24,2.96
2015-12-25,
2015-12-28,2.95
2015-12-29,3.04
2015-12-30,3.04
2015-12-31,3.01
2016-01-01,
2016-01-04,2.98
2016-01-05,3.01
2016-01-06,2.94
2016-01-07,2.92
2016-01-08,2.91
2016-01-11,2.96
2016-01-12,2.89
2016-01-13,2.85
2016-01-14,2.9
2016-01-15,2.81
2016-01-18,
2016-01-19,2.82
2016-01-20,2.77
2016-01-21,2.79
2016-01-22,2.83
2016-01-25,2.8
2016-01-26,2.79
2016-01-27,2.8
2016-01-28,2.79
2016-01-29,2.75
2016-02-01,2.77
2016-02-02,2.67
2016-02-03,2.7
2016-02-04,2.7
2016-02-05,2.68
2016-02-08,2.56
2016-02-09,2.55
2016-02-10,2.53
2016-02-11,2.5
2016-02-12,2.6
2016-02-15,
2016-02-16,2.64
2016-02-17,2.68
2016-02-18,2.62
2016-02-19,2.61
2016-02-22,2.62
2016-02-23,2.6
2016-02-24,2.61
2016-02-25,2.58
2016-02-26,2.63
2016-02-29,2.61
2016-03-01,2.7
2016-03-02,2.69
2016-03-03,2.65
2016-03-04,2.7
2016-03-07,2.71
2016-03-08,2.63
2016-03-09,2.68
2016-03-10,2.7
2016-03-11,2.75
2016-03-14,2.74
2016-03-15,2.73
2016-03-16,2.73
2016-03-17,2.69
2016-03-18,2.68
2016-03-21,2.72
2016-03-22,2.72
2016-03-23,2.65
2016-03-24,2.67
2016-03-25,
2016-03-28,2.66
2016-03-29,2.6
2016-03-30,2.65
2016-03-31,2.61
2016-04-01,2.62
2016-04-04,2.6
2016-04-05,2.54
2016-04-06,2.58
2016-04-07,2.52
2016-04-08,2.55
2016-04-11,2.56
2016-04-12,2.61
2016-04-13,2.58
2016-04-14,2.61
2016-04-15,2.56
2016-04-18,2.58
2016-04-19,2.6
2016-04-20,2.66
2016-04-21,2.69
2016-04-22,2.7
2016-04-25,2.72
2016-04-26,2.76
2016-04-27,2.71
2016-04-28,2.68
2016-04-29,2.66
2016-05-02,2.71
2016-05-03,2.66
2016-05-04,2.64
2016-05-05,2.6
2016-05-06,2.62
2016-05-09,2.61
2016-05-10,2.61
2016-05-11,2.58
2016-05-12,2.6
2016-05-13,2.55
2016-05-16,2.59
2016-05-17,2.59
2016-05-18,2.67
2016-05-19,2.64
2016-05-20,2.63
2016-05-23,2.63
2016-05-24,2.65
2016-05-25,2.67
2016-05-26,2.64
2016-05-27,2.65
2016-05-30,
2016-05-31,2.64
2016-06-01,2.63
2016-06-02,2.58
2016-06-03,2.52
2016-06-06,2.55
2016-06-07,2.54
2016-06-08,2.51
2016-06-09,2.48
2016-06-10,2.44
2016-06-13,2.43
2016-06-14,2.43
2016-06-15,2.43
2016-06-16,2.39
2016-06-17,2.43
2016-06-20,2.47
2016-06-21,2.5
2016-06-22,2.5
2016-06-23,2.55
2016-06-24,2.42
2016-06-27,2.28
2016-06-28,2.27
2016-06-29,2.3
2016-06-30,2.3
2016-07-01,2.24
2016-07-04,
2016-07-05,2.14
2016-07-06,2.14
2016-07-07,2.14
2016-07-08,2.11
2016-07-11,2.14
2016-07-12,2.24
2016-07-13,2.18
2016-07-14,2.25
2016-07-15,2.3
2016-07-18,2.3
2016-07-19,2.27
2016-07-20,2.3
2016-07-21,2.29
2016-07-22,2.29
2016-07-25,2.29
2016-07-26,2.28
2016-07-27,2.23
2016-07-28,2.23
2016-07-29,2.18
2016-08-01,2.24
2016-08-02,2.29
2016-08-03,2.29
2016-08-04,2.25
2016-08-05,2.32
2016-08-08,2.3
2016-08-09,2.25
2016-08-10,2.23
2016-08-11,2.28
2016-08-12,2.23
2016-08-15,2.27
2016-08-16,2.29
2016-08-17,2.27
2016-08-18,2.26
2016-08-19,2.29
2016-08-22,2.24
2016-08-23,2.24
2016-08-24,2.24
2016-08-25,2.27
2016-08-26,2.29
2016-08-29,2.22
2016-08-30,2.23
2016-08-31,2.23
2016-09-01,2.23
2016-09-02,2.28
2016-09-05,
2016-09-06,2.24
2016-09-07,2.23
2016-09-08,2.32
2016-09-09,2.39
2016-09-12,2.4
2016-09-13,2.47
2016-09-14,2.44
2016-09-15,2.48
2016-09-16,2.44
2016-09-19,2.45
2016-09-20,2.43
2016-09-21,2.39
2016-09-22,2.34
2016-09-23,2.34
2016-09-26,2.32
2016-09-27,2.28
2016-09-28,2.29
2016-09-29,2.28
2016-09-30,2.32
2016-10-03,2.34
2016-10-04,2.4
2016-10-05,2.44
2016-10-06,2.46
2016-10-07,2.46
2016-10-10,
2016-10-11,2.5
2016-10-12,2.51
2016-10-13,2.48
2016-10-14,2.55
2016-10-17,2.52
2016-10-18,2.51
2016-10-19,2.51
2016-10-20,2.5
2016-10-21,2.48
2016-10-24,2.52
2016-10-25,2.5
2016-10-26,2.53
2016-10-27,2.6
2016-10-28,2.62
2016-10-31,2.58
2016-11-01,2.58
2016-11-02,2.56
2016-11-03,2.6
2016-11-04,2.56
2016-11-07,2.6
2016-11-08,2.63
2016-11-09,2.88
2016-11-10,2.94
2016-11-11,
2016-11-14,2.99
2016-11-15,2.97
2016-11-16,2.92
2016-11-17,3.01
2016-11-18,3.01
2016-11-21,3.0
2016-11-22,3.0
2016-11-23,3.02
2016-11-24,
2016-11-25,3.01
2016-11-28,2.99
2016-11-29,2.95
2016-11-30,3.02
2016-12-01,3.1
2016-12-02,3.08
2016-12-05,3.05
2016-12-06,3.08
2016-12-07,3.02
2016-12-08,3.1
2016-12-09,3.16
2016-12-12,3.16
2016-12-13,3.14
2016-12-14,3.14
2016-12-15,3.16
2016-12-16,3.19
2016-12-19,3.12
2016-12-20,3.15
2016-12-21,3.12
2016-12-22,3.12
2016-12-23,3.12
2016-12-26,
2016-12-27,3.14
2016-12-28,3.09
2016-12-29,3.08
2016-12-30,3.06
2017-01-02,
2017-01-03,3.04
2017-01-04,3.05
2017-01-05,2.96
2017-01-06,3.0
2017-01-09,2.97
2017-01-10,2.97
2017-01-11,2.96
2017-01-12,3.01
2017-01-13,2.99
2017-01-16,
2017-01-17,2.93
2017-01-18,3.0
2017-01-19,3.04
2017-01-20,3.05
2017-01-23,2.99
2017-01-24,3.05
2017-01-25,3.1
2017-01-26,3.08
2017-01-27,3.06
2017-01-30,3.08
2017-01-31,3.05
2017-02-01,3.08
2017-02-02,3.09
2017-02-03,3.11
2017-02-06,3.05
2017-02-07,3.02
2017-02-08,2.96
2017-02-09,3.02
2017-02-10,3.01
2017-02-13,3.03
2017-02-14,3.07
2017-02-15,3.09
2017-02-16,3.05
2017-02-17,3.03
2017-02-20,
2017-02-21,3.04
2017-02-22,3.04
2017-02-23,3.02
2017-02-24,2.95
2017-02-27,2.98
2017-02-28,2.97
2017-03-01,3.06
2017-03-02,3.09
2017-03-03,3.08
2017-03-06,3.1
2017-03-07,3.11
2017-03-08,3.15
2017-03-09,3.19
2017-03-10,3.16
2017-03-13,3.2
2017-03-14,3.17
2017-03-15,3.11
2017-03-16,3.14
2017-03-17,3.11
2017-03-20,3.08
2017-03-21,3.04
2017-03-22,3.02
2017-03-23,3.02
2017-03-24,3.0
2017-03-27,2.98
2017-03-28,3.02
2017-03-29,2.99
2017-03-30,3.03
2017-03-31,3.02
2017-04-03,2.98
2017-04-04,2.99
2017-04-05,2.98
2017-04-06,2.99
2017-04-07,3.0
2017-04-10,2.99
2017-04-11,2.93
2017-04-12,2.92
2017-04-13,2.89
2017-04-14,
2017-04-17,2.92
2017-04-18,2.84
2017-04-19,2.87
2017-04-20,2.89
2017-04-21,2.89
2017-04-24,2.93
2017-04-25,2.99
2017-04-26,2.97
2017-04-27,2.96
2017-04-28,2.96
2017-05-01,3.0
2017-05-02,2.97
2017-05-03,2.97
2017-05-04,3.0
2017-05-05,2.99
2017-05-08,3.02
2017-05-09,3.04
2017-05-10,3.03
2017-05-11,3.03
2017-05-12,2.98
2017-05-15,3.0
2017-05-16,2.99
2017-05-17,2.91
2017-05-18,2.9
2017-05-19,2.9
2017-05-22,2.91
2017-05-23,2.95
2017-05-24,2.92
2017-05-25,2.92
2017-05-26,2.92
2017-05-29,
2017-05-30,2.88
2017-05-31,2.87
2017-06-01,2.87
2017-06-02,2.8
2017-06-05,2.84
2017-06-06,2.81
2017-06-07,2.84
2017-06-08,2.85
2017-06-09,2.86
2017-06-12,2.86
2017-06-13,2.87
2017-06-14,2.79
2017-06-15,2.78
2017-06-16,2.78
2017-06-19,2.79
2017-06-20,2.74
2017-06-21,2.73
2017-06-22,2.72
2017-06-23,2.71
2017-06-26,2.7
2017-06-27,2.75
2017-06-28,2.77
2017-06-29,2.82
2017-06-30,2.84
2017-07-03,2.86
2017-07-04,
2017-07-05,2.85
2017-07-06,2.9
2017-07-07,2.93
2017-07-10,2.93
2017-07-11,2.92
2017-07-12,2.89
2017-07-13,2.92
2017-07-14,2.91
2017-07-17,2.89
2017-07-18,2.85
2017-07-19,2.85
2017-07-20,2.83
2017-07-21,2.81
2017-07-24,2.83
2017-07-25,2.91
2017-07-26,2.89
2017-07-27,2.93
2017-07-28,2.89
2017-07-31,2.89
2017-08-01,2.86
2017-08-02,2.85
2017-08-03,2.81
2017-08-04,2.84
2017-08-07,2.84
2017-08-08,2.86
2017-08-09,2.82
2017-08-10,2.79
2017-08-11,2.79
2017-08-14,2.81
2017-08-15,2.84
2017-08-16,2.81
2017-08-17,2.78
2017-08-18,2.78
2017-08-21,2.77
2017-08-22,2.79
2017-08-23,2.75
2017-08-24,2.77
2017-08-25,2.75
2017-08-28,2.76
2017-08-29,2.74
2017-08-30,2.75
2017-08-31,2.73
2017-09-01,2.77
2017-09-04,
2017-09-05,2.69
2017-09-06,2.72
2017-09-07,2.66
2017-09-08,2.67
2017-09-11,2.75
2017-09-12,2.78
2017-09-13,2.79
2017-09-14,2.77
2017-09-15,2.77
2017-09-18,2.8
2017-09-19,2.81
2017-09-20,2.82
2017-09-21,2.8
2017-09-22,2.8
2017-09-25,2.76
2017-09-26,2.78
2017-09-27,2.86
2017-09-28,2.87
2017-09-29,2.86
2017-10-02,2.87
2017-10-03,2.87
2017-10-04,2.87
2017-10-05,2.89
2017-10-06,2.91
2017-10-09,
2017-10-10,2.88
2017-10-11,2.88
2017-10-12,2.86
2017-10-13,2.81
2017-10-16,2.82
2017-10-17,2.8
2017-10-18,2.85
2017-10-19,2.83
2017-10-20,2.89
2017-10-23,2.89
2017-10-24,2.92
2017-10-25,2.95
2017-10-26,2.96
2017-10-27,2.93
2017-10-30,2.88
2017-10-31,2.88
2017-11-01,2.85
2017-11-02,2.83
2017-11-03,2.82
2017-11-06,2.8
2017-11-07,2.77
2017-11-08,2.79
2017-11-09,2.81
2017-11-10,2.88
2017-11-13,2.87
2017-11-14,2.84
2017-11-15,2.77
2017-11-16,2.81
2017-11-17,2.78
2017-11-20,2.78
2017-11-21,2.76
2017-11-22,2.75
2017-11-23,
2017-11-24,2.76
2017-11-27,2.76
2017-11-28,2.77
2017-11-29,2.81
2017-11-30,2.83
2017-12-01,2.76
2017-12-04,2.77
2017-12-05,2.73
2017-12-06,2.71
2017-12-07,2.76
2017-12-08,2.77
2017-12-11,2.77
2017-12-12,2.79
2017-12-13,2.74
2017-12-14,2.71
2017-12-15,2.68
2017-12-18,2.74
2017-12-19,2.82
2017-12-20,2.88
2017-12-21,2.84
2017-12-22,2.83
2017-12-25,
2017-12-26,2.82
2017-12-27,2.75
2017-12-28,2.75
2017-12-29,2.74
2018-01-01,
2018-01-02,2.81
2018-01-03,2.78
2018-01-04,2.79
2018-01-05,2.81
2018-01-08,2.81
2018-01-09,2.88
2018-01-10,2.88
2018-01-11,2.91
2018-01-12,2.85
2018-01-15,
2018-01-16,2.83
2018-01-17,2.84
2018-01-18,2.9
2018-01-19,2.91
2018-01-22,2.93
2018-01-23,2.9
2018-01-24,2.93
2018-01-25,2.89
2018-01-26,2.91
2018-01-29,2.94
2018-01-30,2.98
2018-01-31,2.95
2018-02-01,3.01
2018-02-02,3.08
2018-02-05,3.04
2018-02-06,3.06
2018-02-07,3.12
2018-02-08,3.14
2018-02-09,3.14
2018-02-12,3.14
2018-02-13,3.11
2018-02-14,3.18
2018-02-15,3.15
2018-02-16,3.13
2018-02-19,
2018-02-20,3.15
2018-02-21,3.22
2018-02-22,3.21
2018-02-23,3.16
2018-02-26,3.15
2018-02-27,3.17
2018-02-28,3.13
2018-03-01,3.09
2018-03-02,3.14
2018-03-05,3.16
2018-03-06,3.14
2018-03-07,3.15
2018-03-08,3.13
2018-03-09,3.16
2018-03-12,3.13
2018-03-13,3.1
2018-03-14,3.05
2018-03-15,3.05
2018-03-16,3.08
2018-03-19,3.09
2018-03-20,3.12
2018-03-21,3.12
2018-03-22,3.06
2018-03-23,3.06
2018-03-26,3.08
2018-03-27,3.03
2018-03-28,3.01
2018-03-29,2.97
2018-03-30,
2018-04-02,2.97
2018-04-03,3.02
2018-04-04,3.03
2018-04-05,3.07
2018-04-06,3.01
2018-04-09,3.02
2018-04-10,3.02
2018-04-11,2.99
2018-04-12,3.05
2018-04-13,3.03
2018-04-16,3.03
2018-04-17,3.0
2018-04-18,3.06
2018-04-19,3.11
2018-04-20,3.14
2018-04-23,3.15
2018-04-24,3.18
2018-04-25,3.21
2018-04-26,3.18
2018-04-27,3.13
2018-04-30,3.11
2018-05-01,3.13
2018-05-02,3.14
2018-05-03,3.12
2018-05-04,3.12
2018-05-07,3.12
2018-05-08,3.13
2018-05-09,3.16
2018-05-10,3.12
2018-05-11,3.1
2018-05-14,3.13
2018-05-15,3.2
2018-05-16,3.21
2018-05-17,3.25
2018-05-18,3.2
2018-05-21,3.2
2018-05-22,3.21
2018-05-23,3.17
2018-05-24,3.13
2018-05-25,3.09
2018-05-28,
2018-05-29,2.96
2018-05-30,3.01
2018-05-31,3.0
2018-06-01,3.04
2018-06-04,3.08
2018-06-05,3.07
2018-06-06,3.13
2018-06-07,3.08
2018-06-08,3.08
2018-06-11,3.1
2018-06-12,3.09
2018-06-13,3.1
2018-06-14,3.05
2018-06-15,3.05
2018-06-18,3.05
2018-06-19,3.02
2018-06-20,3.06
2018-06-21,3.04
2018-06-22,3.04
2018-06-25,3.02
2018-06-26,3.03
2018-06-27,2.97
2018-06-28,2.97
2018-06-29,2.98
2018-07-02,2.99
2018-07-03,2.96
2018-07-04,
2018-07-05,2.95
2018-07-06,2.94
2018-07-09,2.96
2018-07-10,2.97
2018-07-11,2.95
2018-07-12,2.95
2018-07-13,2.94
2018-07-16,2.96
2018-07-17,2.97
2018-07-18,2.99
2018-07-19,2.96
2018-07-20,3.03
2018-07-23,3.1
2018-07-24,3.08
2018-07-25,3.06
2018-07-26,3.1
2018-07-27,3.09
2018-07-30,3.11
2018-07-31,3.08
2018-08-01,3.13
2018-08-02,3.12
2018-08-03,3.09
2018-08-06,3.08
2018-08-07,3.12
2018-08-08,3.12
2018-08-09,3.08
2018-08-10,3.03
2018-08-13,3.05
2018-08-14,3.06
2018-08-15,3.03
2018-08-16,3.03
2018-08-17,3.03
2018-08-20,2.99
2018-08-21,3.0
2018-08-22,2.99
2018-08-23,2.97
2018-08-24,2.97
2018-08-27,3.0
2018-08-28,3.03
2018-08-29,3.02
2018-08-30,3.0
2018-08-31,3.02
2018-09-03,
2018-09-04,3.07
2018-09-05,3.08
2018-09-06,3.06
2018-09-07,3.11
2018-09-10,3.09
2018-09-11,3.13
2018-09-12,3.11
2018-09-13,3.11
2018-09-14,3.13
2018-09-17,3.13
2018-09-18,3.2
2018-09-19,3.23
2018-09-20,3.21
2018-09-21,3.2
2018-09-24,3.21
2018-09-25,3.23
2018-09-26,3.19
2018-09-27,3.19
2018-09-28,3.19
2018-10-01,3.24
2018-10-02,3.2
2018-10-03,3.3
2018-10-04,3.35
2018-10-05,3.4
2018-10-08,
2018-10-09,3.37
2018-10-10,3.39
2018-10-11,3.32
2018-10-12,3.32
2018-10-15,3.34
2018-10-16,3.32
2018-10-17,3.35
2018-10-18,3.36
2018-10-19,3.38
2018-10-22,3.38
2018-10-23,3.37
2018-10-24,3.33
2018-10-25,3.35
2018-10-26,3.32
2018-10-29,3.33
2018-10-30,3.36
2018-10-31,3.39
2018-11-01,3.38
2018-11-02,3.46
2018-11-05,3.43
2018-11-06,3.43
2018-11-07,3.43
2018-11-08,3.43
2018-11-09,3.4
2018-11-12,
2018-11-13,3.36
2018-11-14,3.35
2018-11-15,3.36
2018-11-16,3.33
2018-11-19,3.32
2018-11-20,3.31
2018-11-21,3.31
2018-11-22,
2018-11-23,3.31
2018-11-26,3.32
2018-11-27,3.32
2018-11-28,3.34
2018-11-29,3.33
2018-11-30,3.3
2018-12-03,3.27
2018-12-04,3.16
2018-12-05,
2018-12-06,3.14
2018-12-07,3.14
2018-12-10,3.13
2018-12-11,3.13
2018-12-12,3.15
2018-12-13,3.16
2018-12-14,3.14
2018-12-17,3.11
2018-12-18,3.07
2018-12-19,3.0
2018-12-20,3.02
2018-12-21,3.03
2018-12-24,3.0
2018-12-25,
2018-12-26,3.06
2018-12-27,3.05
2018-12-28,3.04
2018-12-31,3.02
2019-01-01,
2019-01-02,2.97
2019-01-03,2.92
2019-01-04,2.98
2019-01-07,2.99
2019-01-08,3.0
2019-01-09,3.03
2019-01-10,3.06
2019-01-11,3.04
2019-01-14,3.06
2019-01-15,3.08
2019-01-16,3.07
2019-01-17,3.07
2019-01-18,3.09
2019-01-21,
2019-01-22,3.06
2019-01-23,3.07
2019-01-24,3.04
2019-01-25,3.06
2019-01-28,3.06
2019-01-29,3.04
2019-01-30,3.06
2019-01-31,2.99
2019-02-01,3.03
2019-02-04,3.06
2019-02-05,3.03
2019-02-06,3.03
2019-02-07,3.0
2019-02-08,2.97
2019-02-11,3.0
2019-02-12,3.02
2019-02-13,3.04
2019-02-14,3.01
2019-02-15,3.0
2019-02-18,
2019-02-19,2.99
2019-02-20,3.0
2019-02-21,3.05
2019-02-22,3.02
2019-02-25,3.03
2019-02-26,3.01
2019-02-27,3.07
2019-02-28,3.09
2019-03-01,3.13
2019-03-04,3.09
2019-03-05,3.08
2019-03-06,3.06
2019-03-07,3.03
2019-03-08,3.0
2019-03-11,3.03
2019-03-12,3.0
2019-03-13,3.02
2019-03-14,3.04
2019-03-15,3.02
2019-03-18,3.01
2019-03-19,3.02
2019-03-20,2.98
2019-03-21,2.96
2019-03-22,2.88
2019-03-25,2.87
2019-03-26,2.86
2019-03-27,2.83
2019-03-28,2.81
2019-03-29,2.81
2019-04-01,2.89
2019-04-02,2.88
2019-04-03,2.93
2019-04-04,2.92
2019-04-05,2.91
2019-04-08,2.93
2019-04-09,2.92
2019-04-10,2.9
2019-04-11,2.94
2019-04-12,2.97
2019-04-15,2.96
2019-04-16,2.99
2019-04-17,2.99
2019-04-18,2.96
2019-04-19,
2019-04-22,2.99
2019-04-23,2.98
2019-04-24,2.94
2019-04-25,2.94
2019-04-26,2.92
2019-04-29,2.96
2019-04-30,2.93
2019-05-01,2.92
2019-05-02,2.94
2019-05-03,2.93
2019-05-06,2.91
2019-05-07,2.86
2019-05-08,2.89
2019-05-09,2.87
2019-05-10,2.89
2019-05-13,2.83
2019-05-14,2.86
2019-05-15,2.82
2019-05-16,2.84
2019-05-17,2.82
2019-05-20,2.83
2019-05-21,2.84
2019-05-22,2.82
2019-05-23,2.75
2019-05-24,2.75
2019-05-27,
2019-05-28,2.7
2019-05-29,2.69
2019-05-30,2.65
2019-05-31,2.58
2019-06-03,2.53
2019-06-04,2.6
2019-06-05,2.63
2019-06-06,2.62
2019-06-07,2.57
2019-06-10,2.62
2019-06-11,2.62
2019-06-12,2.62
2019-06-13,2.61
2019-06-14,2.59
2019-06-17,2.58
2019-06-18,2.55
2019-06-19,2.54
2019-06-20,2.53
2019-06-21,2.59
2019-06-24,2.55
2019-06-25,2.53
2019-06-26,2.57
2019-06-27,2.52
2019-06-28,2.52
2019-07-01,2.55
2019-07-02,2.51
2019-07-03,2.47
2019-07-04,
2019-07-05,2.54
2019-07-08,2.53
2019-07-09,2.54
2019-07-10,2.57
2019-07-11,2.65
2019-07-12,2.64
2019-07-15,2.61
2019-07-16,2.63
2019-07-17,2.57
2019-07-18,2.56
2019-07-19,2.57
2019-07-22,2.58
2019-07-23,2.61
2019-07-24,2.58
2019-07-25,2.6
2019-07-26,2.59
2019-07-29,2.59
2019-07-30,2.58
